"period_begin","period_end","period_duration","region_type","region_type_id","table_id","is_seasonally_adjusted","region","city","state","state_code","property_type","property_type_id","median_sale_price","median_sale_price_mom","median_sale_price_yoy","median_list_price","median_list_price_mom","median_list_price_yoy","median_ppsf","median_ppsf_mom","median_ppsf_yoy","median_list_ppsf","median_list_ppsf_mom","median_list_ppsf_yoy","homes_sold","homes_sold_mom","homes_sold_yoy","pending_sales","pending_sales_mom","pending_sales_yoy","new_listings","new_listings_mom","new_listings_yoy","inventory","inventory_mom","inventory_yoy","months_of_supply","months_of_supply_mom","months_of_supply_yoy","median_dom","median_dom_mom","median_dom_yoy","avg_sale_to_list","avg_sale_to_list_mom","avg_sale_to_list_yoy","sold_above_list","sold_above_list_mom","sold_above_list_yoy","price_drops","price_drops_mom","price_drops_yoy","off_market_in_two_weeks","off_market_in_two_weeks_mom","off_market_in_two_weeks_yoy","parent_metro_region","parent_metro_region_metro_code","last_updated"
"4/1/2013","6/30/2013",90,"neighborhood",1,547552,"f","San Diego, CA - Bluffs","San Diego","California","CA","All Residential",-1,610000,-0.004081633,0.142857143,599000,-0.033870968,-0.02601626,324.5708155,-0.005471875,0.346587007,317.0785241,0.004786612,0.135295789,21,-0.045454545,0.166666667,7,0.75,0.166666667,22,0.047619048,0.047619048,8,0.6,-0.466666667,NA,NA,NA,6,-0.5,-58,1.027215298,0.004315365,0.062694641,0.857142857,0.084415584,0.69047619,NA,NA,NA,0.714285714,0.214285714,0.214285714,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2016","8/31/2016",90,"neighborhood",1,1735,"f","San Diego, CA - Mission Hills","San Diego","California","CA","All Residential",-1,980000,0.20356156,0.042553191,1095000,0,0.084158416,585.6807512,0.071177176,0.130536083,548.551093,0.00927735,0.020155409,26,-0.235294118,-0.509433962,10,0.111111111,-0.166666667,54,-0.052631579,-0.035714286,54,-0.1,0.255813953,NA,NA,NA,64.5,31,40.5,0.971401374,-0.005197688,0.001567105,0.115384615,-0.031674208,-0.054426705,NA,NA,NA,0.4,0.066666667,-0.1,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2021","1/31/2022",90,"neighborhood",1,2667,"f","San Diego, CA - Swan Canyon","San Diego","California","CA","Condo/Co-op",3,4e+05,0.102687802,0.403508772,450000,0.090909091,0.672862454,409.8360656,-0.015483755,0.107276388,511.3636364,0.141965679,0.463754647,1,-0.5,0,NA,NA,NA,1,-0.5,0,NA,NA,NA,NA,NA,NA,11,-18.5,-7,1.066666667,0.024739583,0.007187113,1,0,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2018","5/31/2018",90,"neighborhood",1,117511,"f","San Diego, CA - Midway District","San Diego","California","CA","Townhouse",13,540000,0,NA,606950,0.2139,NA,350.047081,0,NA,378.4844936,0.090035342,NA,2,0,NA,1,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,32.5,0,NA,1.006956522,0,NA,0.5,0,NA,NA,NA,NA,1,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2020","2/28/2021",90,"neighborhood",1,2667,"f","San Diego, CA - Swan Canyon","San Diego","California","CA","Townhouse",13,361000,NA,-0.203090508,354900,NA,NA,369.8770492,NA,-0.028358303,363.6270492,NA,NA,2,NA,0,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,-26,1.017350172,NA,0.02672415,1,NA,1,NA,NA,NA,1,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2020","8/31/2020",90,"neighborhood",1,557511,"f","San Diego, CA - Congress","San Diego","California","CA","Condo/Co-op",3,419000,-0.009456265,-0.034562212,449900,NA,NA,537.1794872,-0.009456265,0.028635233,542.0481928,NA,NA,2,1,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,112,30,76.5,0.981330043,-0.013964075,-0.022485666,0,0,-0.5,NA,NA,NA,0,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2021","11/30/2021",90,"neighborhood",1,1115,"f","San Diego, CA - Golden Hill","San Diego","California","CA","Condo/Co-op",3,490000,0.088888889,0.209876543,484900,0.033901919,0.243365214,625,0,0.240269081,594.757931,0.016132249,0.176539325,13,0,-0.5,2,-0.714285714,-0.666666667,14,0.076923077,-0.263157895,3,2,0,NA,NA,NA,13,-4,4,1.031877378,0.008768556,0.017837891,0.846153846,0.230769231,0.115384615,NA,NA,NA,1,0.428571429,0.833333333,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2019","2/29/2020",90,"neighborhood",1,2491,"f","San Diego, CA - Sorrento Valley","San Diego","California","CA","Condo/Co-op",3,633000,0.031364562,-0.057334326,699000,NA,0.029455081,478.4172662,-0.004347157,0.041060195,477.1331058,NA,0.082860259,3,-0.5,0.5,NA,NA,NA,1,NA,0,1,NA,NA,NA,NA,NA,42,4,18,0.987931838,-0.003401102,-0.01610762,0,-0.166666667,-0.5,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2016","2/28/2017",90,"neighborhood",1,110911,"f","San Diego, CA - Islenair","San Diego","California","CA","All Residential",-1,5e+05,NA,0.225490196,NA,NA,NA,304.136253,NA,-0.297698317,NA,NA,NA,1,NA,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,-1,0.961538462,NA,-0.01305463,0,NA,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2015","9/30/2015",90,"neighborhood",1,765055,"f","San Diego, CA - Village","San Diego","California","CA","All Residential",-1,225000,-0.042553191,-0.0625,254888,-0.015876448,-0.026959343,249.0530303,-0.065256286,-0.052747021,283.8271605,0,0.109265193,11,0,0.222222222,4,0.333333333,1,11,-0.266666667,0.375,6,-0.4,-0.142857143,NA,NA,NA,29,-33,4,0.968421423,-0.006508435,-0.000757284,0.090909091,-0.090909091,-0.131313131,NA,NA,NA,0,-0.333333333,-0.5,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2018","4/30/2018",90,"neighborhood",1,555641,"f","San Diego, CA - Adams Park","San Diego","California","CA","Condo/Co-op",3,280000,0.037037037,-0.2,340000,0.004431315,-0.028293798,452.3724877,-0.017486389,-0.048725283,432.5699746,0,-0.09010717,6,0.2,0.5,1,0,-0.5,7,0.4,0.4,4,1,NA,NA,NA,NA,23,8,18.5,1.006736203,0.001559757,0.003592448,0.5,0.1,-0.25,NA,NA,NA,0,-1,0,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2013","6/30/2013",90,"neighborhood",1,114536,"f","San Diego, CA - Old Town","San Diego","California","CA","Condo/Co-op",3,297500,0.287878788,NA,NA,NA,NA,381.4102564,0.287878788,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,38,22,NA,0.994983278,-0.055016722,NA,0,-1,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2015","11/30/2015",90,"neighborhood",1,764530,"f","San Diego, CA - Roseville","San Diego","California","CA","Condo/Co-op",3,421500,-0.104620287,-0.083695652,289000,-0.636477987,-0.537592601,504.8543689,-0.004878049,0.282353203,781.0810811,0.069464569,0.707247176,5,-0.375,0.666666667,NA,NA,NA,7,0.4,-0.416666667,7,0.75,0,NA,NA,NA,50,-5,16,0.982495289,0.005332726,0.013054285,0.2,0.075,0.2,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"10/1/2014","12/31/2014",90,"neighborhood",1,2655,"f","San Diego, CA - Sunset Cliffs","San Diego","California","CA","All Residential",-1,1082500,0.105155692,-0.171133231,1367500,-0.117685012,0.371614845,471.3583914,-0.146771334,-0.221024991,656.5792231,0.0854335,0.095629813,8,-0.2,-0.5,1,NA,-0.666666667,4,-0.2,-0.333333333,7,-0.3,0.75,NA,NA,NA,79,46,38.5,0.944560387,0.016511731,-0.014959296,0,-0.2,-0.125,NA,NA,NA,0,NA,-0.333333333,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2022","5/31/2022",90,"neighborhood",1,2111,"f","San Diego, CA - Bankers Hill - Park West","San Diego","California","CA","Multi-Family (2-4 Unit)",4,2120000,0.068010076,0.6,2175000,0,0.22569738,810.186655,0,1.186586776,742.0030873,0,-0.156220117,5,-0.166666667,0.666666667,2,0,NA,6,-0.142857143,2,2,-0.5,-0.333333333,NA,NA,NA,13,-0.5,-98,1.120202,0.027604437,0.195289809,0.6,0.1,0.6,NA,NA,NA,0,-1,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2020","10/31/2020",90,"neighborhood",1,113300,"f","San Diego, CA - Skyline","San Diego","California","CA","All Residential",-1,527000,0,0.117117117,554900,0.009092562,0.162215939,396.6005666,0.114853561,0.23736076,400.5608974,0.04069536,0.215679555,17,0.133333333,-0.392857143,11,0.833333333,0.571428571,23,0.352941176,-0.041666667,6,0,-0.5,NA,NA,NA,8,0,-17.5,0.999790166,-0.002042418,0.004785835,0.470588235,0.070588235,0.042016807,NA,NA,NA,0.636363636,0.136363636,-0.363636364,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2012","2/28/2013",90,"neighborhood",1,557504,"f","San Diego, CA - Quarry Falls","San Diego","California","CA","All Residential",-1,441150,-0.023309721,NA,442150,-0.062705361,NA,317.3741007,-0.019370261,NA,318.0935252,0.001272809,NA,1,-0.5,NA,NA,NA,NA,1,-0.5,NA,NA,NA,NA,NA,NA,NA,21,-13,NA,0.997738324,-0.022197532,NA,0,-0.5,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2021","10/31/2021",90,"neighborhood",1,1735,"f","San Diego, CA - Mission Hills","San Diego","California","CA","Single Family Residential",6,1560000,0.006451613,0.04,1675000,-0.038737446,0.117076261,795.9183673,0.00534291,0.196407365,865.9043659,0.047895086,0.187918927,31,0.148148148,0.148148148,6,-0.666666667,-0.571428571,35,0.09375,-0.125,12,0.333333333,-0.586206897,NA,NA,NA,16,1,-4,1.002723378,-0.006214704,0.014440942,0.451612903,-0.029868578,0.192353644,NA,NA,NA,0.5,-0.222222222,0.071428571,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2013","5/31/2013",90,"neighborhood",1,557438,"f","San Diego, CA - San Ysidro South","San Diego","California","CA","All Residential",-1,355000,0,0.224137931,335000,-0.082191781,0.175438596,215.0211993,0.116456227,0.339622642,221.0781345,-0.005449591,0.256654659,7,0.4,1.333333333,3,0.5,0.5,7,0,-0.533333333,2,-0.5,-0.866666667,NA,NA,NA,35,-43,14,1.003962247,0.019864513,-0.016037753,0.285714286,0.085714286,-0.047619048,NA,NA,NA,0.333333333,-0.166666667,-0.666666667,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2016","11/30/2016",90,"neighborhood",1,557504,"f","San Diego, CA - Quarry Falls","San Diego","California","CA","Single Family Residential",6,810000,0,NA,810000,0,NA,461.8015964,0,NA,461.8015964,0,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,47,0,NA,0.97005988,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2020","6/30/2020",90,"neighborhood",1,116122,"f","San Diego, CA - Logan Heights","San Diego","California","CA","Multi-Family (2-4 Unit)",4,610000,0.000820345,0.23857868,669999.5,-0.106666142,0.11853005,384.3401593,0.059393776,0.312542307,560.3691193,0.349391685,0.91369067,6,0,0.5,NA,NA,NA,4,-0.428571429,-0.2,4,1,-0.333333333,NA,NA,NA,16,5,3,0.975186028,0.005359526,-0.024766369,0.166666667,0,-0.083333333,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2020","8/31/2020",90,"neighborhood",1,59493,"f","San Diego, CA - Shelter Island","San Diego","California","CA","All Residential",-1,923500,0.236278447,1.052222222,739999,-0.356522609,-0.107359469,556.9963812,0.236278447,0.03106219,446.3202654,-0.356522609,-0.107359469,2,-0.333333333,1,NA,NA,NA,1,-0.666666667,0,2,0,0,NA,NA,NA,27,20,8,0.945720194,-0.018093269,-0.032540676,0,0,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2020","2/28/2021",90,"neighborhood",1,1115,"f","San Diego, CA - Golden Hill","San Diego","California","CA","All Residential",-1,530000,-0.14516129,-0.255356516,824000,0.197674419,0.043698543,539.877451,-0.025396226,-0.026152953,636.3919915,0.030861979,0.272783983,31,-0.279069767,-0.138888889,21,1.333333333,0.4,46,0.314285714,0.095238095,14,-0.222222222,0.076923077,NA,NA,NA,18.5,4.5,5.5,1.001930634,-0.000650815,0.014493498,0.451612903,-0.083270818,0.201612903,NA,NA,NA,0.619047619,0.174603175,-0.114285714,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2012","5/31/2012",90,"neighborhood",1,111107,"f","San Diego, CA - Fairmont Village","San Diego","California","CA","Multi-Family (2-4 Unit)",4,361000,0.76097561,0.215488215,325000,0.023622047,-0.041297935,136.6666667,0,0.046291426,253.2679739,0,0.70300879,5,0.666666667,0.666666667,NA,NA,NA,3,-0.25,-0.4,3,-0.25,-0.4,NA,NA,NA,78,0,21,0.956969747,0.048850136,-0.067867913,0.2,0.2,-0.8,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2016","2/28/2017",90,"neighborhood",1,2667,"f","San Diego, CA - Swan Canyon","San Diego","California","CA","All Residential",-1,393000,0,0.541176471,299500,0.302740322,-0.030744337,442.4992934,0,0.561762212,300.3287982,0.152196607,0.060291235,2,0,1,2,1,NA,4,0.333333333,-0.2,1,0,-0.857142857,NA,NA,NA,25.5,0,-67.5,0.979680273,0,-0.040319727,0.5,0,-0.5,NA,NA,NA,1,1,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2015","5/31/2015",90,"neighborhood",1,111842,"f","San Diego, CA - Palm City","San Diego","California","CA","All Residential",-1,350000,-0.066666667,0,267645,-0.317928135,-0.198667665,257.6578191,-0.031893688,0.171079479,193.1060606,-0.138572425,-0.151111413,4,-0.2,-0.333333333,NA,NA,NA,3,-0.25,-0.75,3,0.5,-0.25,NA,NA,NA,11,-21,-4.5,0.994170452,0.014030169,-0.01900886,0.25,0.05,-0.083333333,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2017","2/28/2018",90,"neighborhood",1,2316,"f","San Diego, CA - Rolando","San Diego","California","CA","Multi-Family (2-4 Unit)",4,6e+05,0,NA,575000,NA,NA,333.3333333,0,NA,NA,NA,NA,1,0,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,1.016949153,0,NA,1,0,NA,NA,NA,NA,1,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2015","10/31/2015",90,"neighborhood",1,547551,"f","San Diego, CA - Bernardo Vista del Lago","San Diego","California","CA","All Residential",-1,375000,0.033057851,-0.29245283,305000,0,-0.393034826,307.8947368,0.002886382,-0.041616541,331.5724816,0.061031941,-0.038117269,3,-0.625,-0.727272727,3,2,-0.4,9,0,-0.4375,7,-0.125,-0.363636364,NA,NA,NA,12,-8,-5,0.995608613,0.011691002,0.022261556,0.333333333,0.208333333,0.333333333,NA,NA,NA,0,0,0,"San Diego, CA",41740,"9/11/2022 14:46"
"10/1/2018","12/31/2018",90,"neighborhood",1,112015,"f","San Diego, CA - Valencia Park","San Diego","California","CA","Single Family Residential",6,449000,0.063981043,0.012401353,459900,0.0476082,0.045464878,370.8384525,-0.025040771,0.226460848,332.5,0,-0.051788235,12,0.090909091,-0.142857143,8,0.333333333,0.333333333,23,0.095238095,0.210526316,12,-0.2,0.090909091,NA,NA,NA,40,25,4,0.999306765,0.01985978,0.005042141,0.333333333,0.151515152,0.19047619,NA,NA,NA,0.375,-0.125,0.041666667,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2013","7/31/2013",90,"neighborhood",1,555642,"f","San Diego, CA - Cherokee Park","San Diego","California","CA","Condo/Co-op",3,177000,-0.023448276,0.444897959,210000,0.3125,0.736254651,261.5694165,0.127041358,0.41703247,228.7581699,0.012573718,0.239364955,7,-0.125,-0.416666667,2,1,-0.333333333,5,-0.166666667,-0.375,1,NA,-0.5,NA,NA,NA,14,0.5,-16.5,1.102407185,0.0315846,0.110128098,0.714285714,-0.035714286,0.130952381,NA,NA,NA,1,0,0.666666667,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2018","11/30/2018",90,"neighborhood",1,117511,"f","San Diego, CA - Midway District","San Diego","California","CA","All Residential",-1,489000,0.093959732,0.423580786,499777,0.001557114,0.388655182,403.4229829,0.004786527,0.01073027,407.4164629,-0.010260778,0.016685891,7,-0.125,-0.125,2,0,-0.6,5,-0.444444444,-0.285714286,3,-0.25,NA,NA,NA,NA,38,0.5,-26,0.977568934,-0.014574137,-0.013986738,0.142857143,-0.107142857,-0.107142857,NA,NA,NA,1,0.5,0.4,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2014","4/30/2014",90,"neighborhood",1,112014,"f","San Diego, CA - Grantville","San Diego","California","CA","Single Family Residential",6,420000,0,0.2,529900,0.021001927,0.2112,393.258427,0,0.902143597,314.3549364,-0.044215627,-0.121948567,1,0,-0.666666667,NA,NA,NA,3,-0.4,0.5,4,0,3,NA,NA,NA,10,0,-49,0.963576797,0,-0.005868072,0,0,-0.666666667,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"1/1/2018","3/31/2018",90,"neighborhood",1,10765,"f","San Diego, CA - Bird Rock","San Diego","California","CA","Condo/Co-op",3,1045000,NA,0.833333333,872500,NA,0.052472859,851.1782069,NA,0.502797887,702.3941385,NA,0.225165168,2,NA,-0.6,2,NA,NA,8,NA,1.666666667,8,NA,3,NA,NA,NA,54,NA,11.5,0.997336693,NA,0.022594263,0.5,NA,0.3,NA,NA,NA,1,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2016","1/31/2017",90,"neighborhood",1,2111,"f","San Diego, CA - Bankers Hill - Park West","San Diego","California","CA","All Residential",-1,699500,0.060250095,0.10418311,849000,-0.001176471,0.586915888,477.8146505,-0.011228506,0.068443169,528.6069652,0.009610289,0.130790654,28,-0.125,0.4,9,0.285714286,0.285714286,23,-0.342857143,-0.206896552,32,-0.135135135,0,NA,NA,NA,43.5,17,2,0.978841917,-0.007251028,0.012690552,0.107142857,-0.017857143,0.007142857,NA,NA,NA,0.111111111,-0.031746032,-0.46031746,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2012","8/31/2012",90,"neighborhood",1,117696,"f","San Diego, CA - Alta Vista","San Diego","California","CA","All Residential",-1,262500,0.187782805,0.117021277,274900,0.157473684,0.100040016,206.9070392,0.079007427,0.149945605,202.5862069,0.063362568,0.200271714,10,0.666666667,0.666666667,1,-0.666666667,-0.5,9,0.125,0.5,9,0.285714286,0.5,NA,NA,NA,30.5,3,2.5,1.031653754,0.012656232,0.051831471,0.5,-0.166666667,0.333333333,NA,NA,NA,0,-0.666666667,0,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2012","10/31/2012",90,"neighborhood",1,1262,"f","San Diego, CA - Hillcrest","San Diego","California","CA","All Residential",-1,355000,0,0.136,472000,0.051224944,0.311293235,327.4958383,-0.035571123,0.028051594,361.564965,0.006626551,0.050982544,45,-0.042553191,0.071428571,9,-0.25,0.125,36,-0.12195122,-0.181818182,26,0,-0.518518519,NA,NA,NA,26,9,-59,0.973187278,-0.004152406,0.02385974,0.2,0.029787234,0.152380952,NA,NA,NA,0.555555556,0.138888889,0.305555556,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2018","10/31/2018",90,"neighborhood",1,1735,"f","San Diego, CA - Mission Hills","San Diego","California","CA","All Residential",-1,1100000,0.128205128,0.071080818,1009500,-0.038571429,-0.015121951,539.7702962,-0.019666201,-0.031529345,578.5976506,0.041922565,-0.009581575,38,0.027027027,-0.155555556,13,0.083333333,0.625,60,0.090909091,0.071428571,47,0.093023256,0.146341463,NA,NA,NA,29.5,2.5,1.5,0.975677912,0.016074827,0.010987129,0.105263158,-0.00284495,-0.139181287,NA,NA,NA,0.461538462,-0.038461538,-0.288461538,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2015","6/30/2015",90,"neighborhood",1,555642,"f","San Diego, CA - Cherokee Park","San Diego","California","CA","Condo/Co-op",3,225000,0.011235955,0.125,304999.5,0.270833898,0.203391201,274.3902439,-0.156528488,-0.058292683,340.2631579,0.12403185,0.035271818,1,-0.75,-0.947368421,1,0,-0.833333333,10,0.666666667,-0.444444444,11,0.571428571,0.571428571,NA,NA,NA,38,16,23,0.982532751,-0.004671318,-0.015252453,0,0,-0.368421053,NA,NA,NA,0,0,-0.5,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2012","2/28/2013",90,"neighborhood",1,764530,"f","San Diego, CA - Roseville","San Diego","California","CA","Multi-Family (2-4 Unit)",4,504000,0,NA,NA,NA,NA,334.4392833,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,0,NA,0.960182892,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2018","1/31/2019",90,"neighborhood",1,547561,"f","San Diego, CA - Views","San Diego","California","CA","All Residential",-1,355500,-0.013185288,0.146774194,360000,-0.01369863,0.028718388,427.4465692,-0.024169969,0.001827897,422.3101272,0.019329376,0.040713908,10,-0.166666667,0.428571429,3,-0.25,-0.25,8,0.142857143,0,3,-0.4,0.5,NA,NA,NA,28.5,16.5,0.5,0.988285147,0.000630273,-0.009844385,0.4,0.066666667,0.257142857,NA,NA,NA,0,-0.25,-0.5,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2015","1/31/2016",90,"neighborhood",1,496281,"f","San Diego, CA - Mira Mesa West","San Diego","California","CA","All Residential",-1,527000,0.003809524,0.180291153,520000,-0.028036475,0.100659549,329.60199,-0.033570679,-0.018771741,366.1971831,0.053382234,0.067575369,17,-0.19047619,-0.15,4,-0.333333333,-0.428571429,15,-0.166666667,-0.25,9,0,0.8,NA,NA,NA,27,0,8,0.983833097,0.001160713,0.005537496,0.235294118,-0.050420168,-0.014705882,NA,NA,NA,0.25,-0.25,-0.035714286,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2012","2/28/2013",90,"neighborhood",1,111107,"f","San Diego, CA - Fairmont Village","San Diego","California","CA","Single Family Residential",6,162000,-0.104972376,0.092689771,187250,-0.192887931,-0.03974359,243.0573365,0.001396226,0.203816864,297.3214286,0.15331579,0.931864111,4,-0.2,0,2,0,NA,5,0.25,0.666666667,4,0,-0.2,NA,NA,NA,58,10,41,0.996415771,0.00468856,0.03966061,0,0,0,NA,NA,NA,1,0.5,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2012","6/30/2012",90,"neighborhood",1,1924,"f","San Diego, CA - North Park","San Diego","California","CA","Condo/Co-op",3,187500,-0.038461538,0.109467456,187500,-0.010292953,0.013513514,230.5148075,0.00476432,0.019700873,246.9597755,0.005256636,0.054405079,64,-0.098591549,-0.044776119,17,0.545454545,-0.055555556,57,0.14,-0.269230769,30,0.034482759,-0.61038961,NA,NA,NA,40,0,-11.5,0.995806631,0.007476323,0.022170679,0.421875,0.083846831,0.197994403,NA,NA,NA,0.529411765,-0.016042781,0.251633987,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2018","1/31/2019",90,"neighborhood",1,765984,"f","San Diego, CA - The Hill","San Diego","California","CA","Single Family Residential",6,805500,0,-0.308583691,1225000,0.180722892,0.298510635,770.8133971,0,-0.109035834,832.7781479,-0.059778771,0.083133682,1,-0.666666667,-0.666666667,3,NA,2,5,-0.166666667,0.25,4,-0.428571429,0,NA,NA,NA,26,0,17,0.995673671,0.014965604,0.002628367,0,0,-0.333333333,NA,NA,NA,0.333333333,NA,-0.666666667,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2012","4/30/2012",90,"neighborhood",1,112930,"f","San Diego, CA - Mid-City","San Diego","California","CA","Condo/Co-op",3,110250,0.05,0.002272727,114000,-0.008695652,-0.042016807,132.2751323,-0.010787696,-0.048848183,140.8020924,-0.006006956,-0.026814238,96,0.11627907,0.411764706,18,-0.333333333,0,79,-0.21,-0.281818182,51,-0.163934426,-0.571428571,NA,NA,NA,34.5,-19,-13.5,0.988330144,-0.001044707,0.017642149,0.3125,0.010174419,-0.011029412,NA,NA,NA,0.444444444,0.074074074,-0.111111111,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2021","9/30/2021",90,"neighborhood",1,112370,"f","San Diego, CA - Emerald Hills","San Diego","California","CA","Single Family Residential",6,653000,-0.025373134,0.237914692,649900,-0.044264706,0.275689469,500,-0.019990249,0.087263327,523.041114,-0.002044959,0.206385595,11,-0.083333333,-0.083333333,2,-0.5,NA,16,0.230769231,0.6,8,1.666666667,1,NA,NA,NA,12,2.5,1,1.027461136,-0.011097373,-0.016458347,0.909090909,0.075757576,-0.007575758,NA,NA,NA,1,0.5,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2014","4/30/2014",90,"neighborhood",1,2316,"f","San Diego, CA - Rolando","San Diego","California","CA","All Residential",-1,414000,0.067010309,0.176136364,449000,0.015837104,0.124608641,303.7202676,0.03264891,-0.002709569,299.7775306,-0.087382469,-0.086800732,24,0.142857143,0,9,-0.307692308,0.285714286,31,0.068965517,0.192307692,15,0,0.25,NA,NA,NA,27,-12,-7,0.967376315,0.014810878,-0.136542849,0.083333333,0.035714286,-0.416666667,NA,NA,NA,0.333333333,-0.282051282,-0.238095238,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2018","10/31/2018",90,"neighborhood",1,1134,"f","San Diego, CA - Grant Hill","San Diego","California","CA","Multi-Family (2-4 Unit)",4,749000,0.063165366,-0.034171502,849000,-0.146733668,0.132150953,NA,NA,NA,356.8748299,-0.229983243,0.250379194,1,-0.5,-0.5,NA,NA,NA,3,0,-0.4,2,1,0,NA,NA,NA,10,-53.5,-3.5,0.99879984,0.003159318,0.059246261,0,0,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2014","5/31/2014",90,"neighborhood",1,2111,"f","San Diego, CA - Bankers Hill - Park West","San Diego","California","CA","All Residential",-1,575000,-0.037656904,0.306818182,635000,0.135957066,0.060100167,446.3151207,-0.008188621,0.19597323,463.1607629,0.067109599,0.008271732,25,-0.21875,-0.358974359,7,-0.125,-0.3,39,0,-0.360655738,32,0.333333333,-0.085714286,NA,NA,NA,33.5,-29.5,7.5,0.964718041,-0.00150699,-0.022766481,0,-0.03125,-0.307692308,NA,NA,NA,0.285714286,-0.214285714,-0.414285714,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2018","2/28/2019",90,"neighborhood",1,547552,"f","San Diego, CA - Bluffs","San Diego","California","CA","Single Family Residential",6,835000,0.030864198,0.070512821,848900,-0.000117786,0.016768475,393.3198294,-0.087497996,0.080647768,385.9958932,0.04159787,-2.02e-05,10,0.111111111,0.666666667,9,0.285714286,1.25,15,0.153846154,0.666666667,2,-0.5,-0.6,NA,NA,NA,10,-5,1,0.997906917,0.013485731,-0.006056629,0.3,0.077777778,-0.366666667,NA,NA,NA,0.777777778,0.206349206,0.277777778,"San Diego, CA",41740,"9/11/2022 14:46"
