"period_begin","period_end","period_duration","region_type","region_type_id","table_id","is_seasonally_adjusted","region","city","state","state_code","property_type","property_type_id","median_sale_price","median_sale_price_mom","median_sale_price_yoy","median_list_price","median_list_price_mom","median_list_price_yoy","median_ppsf","median_ppsf_mom","median_ppsf_yoy","median_list_ppsf","median_list_ppsf_mom","median_list_ppsf_yoy","homes_sold","homes_sold_mom","homes_sold_yoy","pending_sales","pending_sales_mom","pending_sales_yoy","new_listings","new_listings_mom","new_listings_yoy","inventory","inventory_mom","inventory_yoy","months_of_supply","months_of_supply_mom","months_of_supply_yoy","median_dom","median_dom_mom","median_dom_yoy","avg_sale_to_list","avg_sale_to_list_mom","avg_sale_to_list_yoy","sold_above_list","sold_above_list_mom","sold_above_list_yoy","price_drops","price_drops_mom","price_drops_yoy","off_market_in_two_weeks","off_market_in_two_weeks_mom","off_market_in_two_weeks_yoy","parent_metro_region","parent_metro_region_metro_code","last_updated"
"1/1/2015","3/31/2015",90,"neighborhood",1,496281,"f","San Diego, CA - Mira Mesa West","San Diego","California","CA","Single Family Residential",6,471500,-0.017708333,0.071590909,482500,-0.023279352,0.084269663,363.4336004,0.078067966,0.125433378,391.2438995,0.00835369,0.142300065,22,0.047619048,0.1,14,6,1.8,26,0.238095238,0.181818182,9,-0.25,-0.1,NA,NA,NA,30.5,10.5,-7.5,0.985124273,-0.002031863,0.002645084,0.227272727,-0.010822511,-0.022727273,NA,NA,NA,0.642857143,-0.357142857,0.042857143,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2017","10/31/2017",90,"neighborhood",1,1543,"f","San Diego, CA - Little Italy","San Diego","California","CA","Townhouse",13,547000,0.176344086,0.163829787,656950,0,0.32851365,588.6464429,0.130454352,0.132205073,608.7569211,0,0.118525349,4,0.333333333,3,1,0,0,2,-0.5,-0.5,NA,NA,NA,NA,NA,NA,36,16,6,0.989382541,-0.004624112,-0.010617459,0.5,-0.166666667,0.5,NA,NA,NA,0,0,-1,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2018","6/30/2018",90,"neighborhood",1,117887,"f","San Diego, CA - Chollas Creek","San Diego","California","CA","Condo/Co-op",3,130000,0,NA,179000,0.158576052,NA,225.6944444,0,NA,258.6206897,-0.053508704,NA,1,0,NA,NA,NA,NA,3,0.5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2012","6/30/2012",90,"neighborhood",1,761675,"f","San Diego, CA - Bunker Hill-Park West","San Diego","California","CA","Multi-Family (2-4 Unit)",4,490000,0,0.374474053,899000,0.699432892,NA,327.540107,0,0.211852457,249.7222222,-0.29379122,NA,1,0,0,NA,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA,54,0,-15,0.926275992,0,6.14e-05,0,0,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2018","8/31/2018",90,"neighborhood",1,2802,"f","San Diego, CA - University City","San Diego","California","CA","All Residential",-1,650000,0.015625,0.256038647,574500,-0.0808,0.149229846,509.1409594,-0.020189181,0.105828839,522.4607684,0.016593555,0.093775011,142,0.067669173,0.044117647,41,-0.068181818,-0.023809524,162,-0.024096386,0.018867925,62,0.169811321,-0.03125,NA,NA,NA,9.5,0,-1.5,0.996431843,-0.001919568,-0.00540932,0.422535211,0.00148258,-0.018641259,NA,NA,NA,0.585365854,0.017184035,-0.033681765,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2019","10/31/2019",90,"neighborhood",1,110494,"f","San Diego, CA - Webster","San Diego","California","CA","Condo/Co-op",3,277500,NA,-0.008928571,285000,NA,0.038251366,280.3030303,NA,-0.008928571,287.8787879,NA,0.038251366,2,NA,1,NA,NA,NA,3,NA,0.5,2,NA,1,NA,NA,NA,26,NA,17,0.973847395,NA,-0.026152605,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2015","11/30/2015",90,"neighborhood",1,496281,"f","San Diego, CA - Mira Mesa West","San Diego","California","CA","Single Family Residential",6,517000,0.03815261,0.140650855,547000,0.017201302,0.128998968,361.2385321,-0.034425307,0.036938136,343.3121585,0,0.013323101,23,-0.233333333,0.15,7,1.333333333,-0.125,18,-0.25,-0.181818182,9,-0.25,-0.307692308,NA,NA,NA,18.5,3.5,-8.5,0.998857273,-0.004447811,0.019839932,0.434782609,-0.065217391,0.184782609,NA,NA,NA,0.285714286,-0.047619048,-0.089285714,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2015","10/31/2015",90,"neighborhood",1,764530,"f","San Diego, CA - Roseville","San Diego","California","CA","Multi-Family (2-4 Unit)",4,895000,-0.147619048,0.15483871,1075000,0.264705882,0.387096774,474.4053437,0.182006085,-0.074450478,488.6363636,0.007805169,-0.046686217,4,1,3,NA,NA,NA,1,-0.75,0,1,-0.5,NA,NA,NA,NA,64,-59.5,36,1.009477501,0.043463676,0.009477501,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2014","10/31/2014",90,"neighborhood",1,547561,"f","San Diego, CA - Views","San Diego","California","CA","All Residential",-1,265000,0,0.081632653,259999,-0.018501321,0.044172691,318.1272509,0.019230769,0.096182659,312.1452894,-0.033034488,0.044532875,5,-0.285714286,-0.761904762,4,NA,0.333333333,11,0.222222222,-0.266666667,5,-0.285714286,-0.166666667,NA,NA,NA,27,-7,2,0.993103171,0.014907327,0.00297131,0.4,0.114285714,0.161904762,NA,NA,NA,0.25,NA,-0.416666667,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2015","9/30/2015",90,"neighborhood",1,111565,"f","San Diego, CA - Horton Plaza","San Diego","California","CA","Condo/Co-op",3,7e+05,-0.186046512,-0.416666667,895000,0,-0.610446137,479.4520548,-0.230646703,0.030821918,589.7435897,0,-0.266707511,5,0,0.666666667,NA,NA,NA,3,0,-0.5,2,0,-0.8,NA,NA,NA,26,-43,-271,0.965698176,0.016264881,0.039445996,0.2,0,-0.133333333,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2013","4/30/2013",90,"neighborhood",1,1740,"f","San Diego, CA - Mission Valley West","San Diego","California","CA","Townhouse",13,319000,0.029032258,0.678947368,NA,NA,NA,262.327467,0.01853402,0.324063373,NA,NA,NA,4,-0.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.5,18.5,-112.5,0.980420893,0.012447815,0.128402956,0.25,0.05,0.25,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2017","8/31/2017",90,"neighborhood",1,149,"f","San Diego, CA - Bay Ho","San Diego","California","CA","Townhouse",13,370500,0,0.646666667,524250,-0.008041627,0.227033353,386.2586411,0,0.030023043,416.7476908,0.032209512,0.010132675,2,0,1,1,NA,0,2,1,0,NA,NA,NA,NA,NA,NA,35.5,0,29.5,0.952065594,0,-0.028326562,0,0,0,NA,NA,NA,1,NA,0,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2017","6/30/2017",90,"neighborhood",1,557504,"f","San Diego, CA - Quarry Falls","San Diego","California","CA","Townhouse",13,635000,-0.0078125,NA,729450,0,NA,456.8345324,0.007936508,NA,424.2556855,0,NA,2,-0.333333333,NA,NA,NA,NA,2,0,NA,1,0,NA,NA,NA,NA,12,4,NA,0.978075102,-0.00785159,NA,0.5,-0.166666667,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2019","10/31/2019",90,"neighborhood",1,112014,"f","San Diego, CA - Grantville","San Diego","California","CA","All Residential",-1,592500,0.039473684,0.07239819,457400,0.36578083,-0.295223421,429.987161,0.067005177,0.080646978,389.9493854,-0.064121475,-0.131417088,6,0.2,-0.142857143,NA,NA,NA,8,0.6,0.6,9,0.285714286,8,NA,NA,NA,45.5,-3.5,12.5,1.00282714,-9.31e-06,0.010322899,0.5,-0.1,0.071428571,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"4/1/2013","6/30/2013",90,"neighborhood",1,109850,"f","San Diego, CA - Nestor","San Diego","California","CA","Townhouse",13,156500,0.778409091,0.269776876,225000,0.607142857,0.815248084,159.0873372,0.184115976,0.30480098,183.8235294,0.604516807,0.42246785,2,1,0,NA,NA,NA,3,0,0.5,1,NA,0,NA,NA,NA,4.5,-3.5,-68,1,0,-0.047406082,0,0,-0.5,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2018","9/30/2018",90,"neighborhood",1,113442,"f","San Diego, CA - Shelltown","San Diego","California","CA","Single Family Residential",6,245000,0,-0.375,354950,-0.014025039,NA,478.515625,0,0.85546875,378.7793638,-0.221144441,NA,1,0,0,1,NA,NA,4,0.333333333,NA,5,0.666666667,4,NA,NA,NA,35,0,-161,0.983935743,0,0.001479603,0,0,0,NA,NA,NA,1,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2012","10/31/2012",90,"neighborhood",1,547557,"f","San Diego, CA - Scripps Highlands","San Diego","California","CA","Condo/Co-op",3,785000,NA,NA,NA,NA,NA,248.8114105,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.98125,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2016","4/30/2016",90,"neighborhood",1,557500,"f","San Diego, CA - Kemper Village","San Diego","California","CA","All Residential",-1,495000,0.112359551,0.048728814,479500,-0.077884615,0.056400088,321.2171628,0.050271847,0.054622232,350.6319327,0.06807881,0.122976186,2,-0.6,-0.5,3,2,0.5,8,1.666666667,0.333333333,4,1,0.333333333,NA,NA,NA,51,15,11.5,1,0.011563081,0.011163233,0,0,-0.25,NA,NA,NA,0.666666667,-0.333333333,0.166666667,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2014","11/30/2014",90,"neighborhood",1,115412,"f","San Diego, CA - Gaslamp","San Diego","California","CA","Condo/Co-op",3,395000,0,0.128571429,389000,-0.025062657,0.217527387,517.578125,0.013695694,0.036893889,535.0662589,0.036743177,0.107433465,7,0,-0.3,2,NA,-0.5,7,-0.125,-0.3,6,0,0,NA,NA,NA,28,-37,5.5,0.979984113,-0.001883106,-0.0352172,0.142857143,0,-0.257142857,NA,NA,NA,0.5,NA,0,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2021","1/31/2022",90,"neighborhood",1,110715,"f","San Diego, CA - College West","San Diego","California","CA","All Residential",-1,996250,0.048684211,0.44384058,999000,0.016793893,0.377931985,577.9476138,0.019671178,0.29280036,564.0019617,0.017444102,0.278833604,24,-0.333333333,-0.172413793,6,-0.25,0.2,21,-0.125,0.166666667,4,0,-0.2,NA,NA,NA,14.5,2.5,4.5,1.03947129,0.019875769,0.038547183,0.708333333,0.152777778,0.191091954,NA,NA,NA,0.333333333,-0.166666667,-0.466666667,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2016","7/31/2016",90,"neighborhood",1,58022,"f","San Diego, CA - Torrey Santa Fe","San Diego","California","CA","Single Family Residential",6,875000,-0.025069638,0.048532055,872000,0.003452244,0.002414071,250.6754728,-0.004056312,-0.114291964,278.4449114,0.053977273,-0.073579096,7,-0.125,0.166666667,2,NA,NA,8,0.6,-0.111111111,4,3,-0.333333333,NA,NA,NA,14,-7.5,-8,0.976768889,-0.002584686,-0.005295643,0.142857143,0.017857143,0.142857143,NA,NA,NA,1,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2019","7/31/2019",90,"neighborhood",1,1410,"f","San Diego, CA - Kearny Mesa","San Diego","California","CA","Single Family Residential",6,848500,0.150508475,0.247794118,877400,0,0.132129032,408.5689046,-0.123640702,-0.066299886,392.2762289,-0.027645073,-0.019397698,5,0.25,-0.285714286,5,0.666666667,1.5,10,-0.166666667,0.25,6,-0.454545455,2,NA,NA,NA,10,1,3,0.994017379,-0.008372005,0.009417398,0.2,-0.05,0.057142857,NA,NA,NA,0,-0.666666667,0,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2013","7/31/2013",90,"neighborhood",1,370,"f","San Diego, CA - Carmel Mountain Ranch","San Diego","California","CA","Townhouse",13,349500,0,0.190800681,422500,0.005952381,0.26119403,338.1943977,0,0.235251313,324.8658519,-0.021580493,0.300433157,2,0,0,1,0,0,2,-0.333333333,1,1,-0.5,0,NA,NA,NA,32.5,0,-7.5,1.000460155,0,0.029866043,0.5,0,0.5,NA,NA,NA,1,1,0,"San Diego, CA",41740,"9/11/2022 14:46"
"1/1/2017","3/31/2017",90,"neighborhood",1,1725,"f","San Diego, CA - Mission Beach","San Diego","California","CA","Single Family Residential",6,1087500,0.056851312,-0.277408638,1600000,0.391304348,0.003134796,1048.340128,-0.036225976,0.309625761,1329.305136,0.011336869,0.041003765,9,-0.181818182,1.25,1,-0.666666667,-0.666666667,9,0,0,11,0.1,-0.083333333,NA,NA,NA,37,-10,-71.5,0.964899919,0.009501936,0.028045518,0.111111111,0.02020202,0.111111111,NA,NA,NA,0,0,-0.333333333,"San Diego, CA",41740,"9/11/2022 14:46"
"1/1/2013","3/31/2013",90,"neighborhood",1,519,"f","San Diego, CA - West Clairemont","San Diego","California","CA","Single Family Residential",6,454500,0.011123471,0.10416034,499000,0.020449898,0.202571913,313.9499533,-0.029011249,0.092254209,337.3277412,-0.003749473,0.239034497,20,0.111111111,0.111111111,3,-0.666666667,-0.7,27,0.038461538,-0.035714286,11,0.222222222,-0.153846154,NA,NA,NA,8,0,-41.5,1.000565681,0.002832139,0.028110428,0.5,0.111111111,0.277777778,NA,NA,NA,0.333333333,-0.333333333,-0.266666667,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2016","1/31/2017",90,"neighborhood",1,112930,"f","San Diego, CA - Mid-City","San Diego","California","CA","Townhouse",13,306500,0.072615923,0.192607004,289000,-0.096875,-0.094043887,304,0.039538804,0.121280791,345.8737864,0.106745522,0.121490554,11,0.1,-0.214285714,4,0,3,7,-0.461538462,0,3,-0.571428571,-0.4,NA,NA,NA,19,5,6,0.977452749,-0.008670017,-0.018260948,0.090909091,-0.109090909,-0.337662338,NA,NA,NA,0.25,0.25,-0.75,"San Diego, CA",41740,"9/11/2022 14:46"
"5/1/2016","7/31/2016",90,"neighborhood",1,117888,"f","San Diego, CA - Oak Park","San Diego","California","CA","Townhouse",13,346000,0.400809717,0.558558559,338000,0,0.509265461,260.1503759,0.046920946,0.179614727,254.1353383,0,0.103470341,1,0,-0.75,NA,NA,NA,1,0,-0.5,NA,NA,NA,NA,NA,NA,7,-17,-5.5,1.023668639,0.035273281,0.035288673,1,1,0.5,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"10/1/2016","12/31/2016",90,"neighborhood",1,114890,"f","San Diego, CA - Village","San Diego","California","CA","All Residential",-1,935000,-0.10952381,-0.338989042,1829500,0,0.493469388,737.4890255,-0.000754306,0.00347515,852.7940342,0,0.099705447,27,-0.068965517,-0.1,3,-0.25,-0.625,20,-0.375,-0.35483871,37,-0.119047619,-0.288461538,NA,NA,NA,68,-16,-16.5,0.96537242,0.002730756,0.018461751,0.037037037,0.037037037,0.003703704,NA,NA,NA,0.333333333,0.333333333,-0.291666667,"San Diego, CA",41740,"9/11/2022 14:46"
"1/1/2022","3/31/2022",90,"neighborhood",1,547552,"f","San Diego, CA - Bluffs","San Diego","California","CA","All Residential",-1,1550000,0.110116383,0.462264151,1324950,0.019192308,0.394684211,685.9756098,-0.001266054,0.335780443,711.320078,0.16928606,0.5917311,7,-0.416666667,0,2,0,0,8,0.6,0.142857143,2,NA,0,NA,NA,NA,6,0,0,1.111849728,-0.003499169,0.026442703,0.857142857,0.023809524,0,NA,NA,NA,1,0,0,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2021","11/30/2021",90,"neighborhood",1,112014,"f","San Diego, CA - Grantville","San Diego","California","CA","Townhouse",13,699000,NA,NA,484500,NA,NA,445.2229299,NA,NA,445.2229299,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,9,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2022","8/31/2022",90,"neighborhood",1,1262,"f","San Diego, CA - Hillcrest","San Diego","California","CA","Townhouse",13,835000,0.077419355,0.145404664,644949.5,-0.167807097,-0.104236806,681.0766721,-0.043856233,0.096298588,655.220027,-0.037964368,0.14448913,5,-0.444444444,-0.444444444,1,0,NA,6,0.2,-0.333333333,2,NA,-0.6,NA,NA,NA,9,0,-1,1.049489116,0.00441846,0.034242816,0.8,0.022222222,0.022222222,NA,NA,NA,1,0,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"8/1/2013","10/31/2013",90,"neighborhood",1,110715,"f","San Diego, CA - College West","San Diego","California","CA","Single Family Residential",6,510000,-0.046728972,0.189920672,539000,0,0.23908046,341.1989796,0.085540801,0.292056795,312.0186182,0.019613383,0.159848519,25,-0.285714286,-0.074074074,1,-0.875,-0.916666667,30,-0.142857143,-0.032258065,30,0.363636364,1.727272727,NA,NA,NA,14,0,-9,1.003822143,0.011410591,0.027016479,0.32,-0.051428571,0.134814815,NA,NA,NA,1,0.75,0.666666667,"San Diego, CA",41740,"9/11/2022 14:46"
"11/1/2012","1/31/2013",90,"neighborhood",1,1735,"f","San Diego, CA - Mission Hills","San Diego","California","CA","Condo/Co-op",3,609900,0.469638554,1.067457627,399000,-0.418282548,0.412639405,361.4326219,0.145042844,0.280204823,327.9467681,-0.103273372,0.288376737,14,0.272727273,1.8,2,-0.5,-0.333333333,7,-0.222222222,-0.125,9,0.285714286,0.5,NA,NA,NA,76,35,9,0.982488534,-0.022322834,0.018502415,0,-0.181818182,0,NA,NA,NA,0.5,0.5,-0.5,"San Diego, CA",41740,"9/11/2022 14:46"
"10/1/2020","12/31/2020",90,"neighborhood",1,2491,"f","San Diego, CA - Sorrento Valley","San Diego","California","CA","Condo/Co-op",3,7e+05,0,0.140529532,NA,NA,NA,477.8156997,0,-0.0055991,NA,NA,NA,1,0,-0.833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0,0,0.986054374,0,-0.006843511,0,0,-0.166666667,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2013","11/30/2013",90,"neighborhood",1,112930,"f","San Diego, CA - Mid-City","San Diego","California","CA","Multi-Family (2-4 Unit)",4,425000,0.054590571,0.317829457,512000,0.026052104,0.163636364,256,-0.04806989,0.253574194,259.0149516,-0.088981894,0.253632366,27,-0.035714286,-0.15625,9,0,-0.526315789,40,-0.14893617,-0.272727273,46,-0.08,0.4375,NA,NA,NA,40,2,23,0.959965087,-0.008000053,-0.030397559,0.222222222,-0.134920635,-0.059027778,NA,NA,NA,0.111111111,0.111111111,-0.362573099,"San Diego, CA",41740,"9/11/2022 14:46"
"3/1/2015","5/31/2015",90,"neighborhood",1,1458,"f","San Diego, CA - Lake Murray","San Diego","California","CA","All Residential",-1,459500,-0.001086957,0.056321839,499900,0.022290389,0.104995579,283.2696433,0.002907667,0.102619472,299.1452991,0.031931624,0.035036188,58,0.137254902,-0.049180328,19,0.266666667,0,77,0.149253731,0.1,38,0.117647059,0.055555556,NA,NA,NA,24,4,-2,0.983098041,-0.006080255,0.011929391,0.155172414,-0.080121704,0.024024873,NA,NA,NA,0.526315789,-0.007017544,0.157894737,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2015","11/30/2015",90,"neighborhood",1,2392,"f","San Diego, CA - San Ysidro","San Diego","California","CA","Condo/Co-op",3,145000,-0.194444444,-0.279503106,245000,0.256410256,0.884615385,251.7361111,0.01953125,0.185436156,248.1506389,-0.032212508,0.045945791,5,0,-0.166666667,1,-0.5,0,7,0,0,7,-0.222222222,-0.416666667,NA,NA,NA,78,51,62.5,0.974398505,-0.007927928,-0.053470673,0,0,-0.5,NA,NA,NA,0,0,0,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2020","4/30/2020",90,"neighborhood",1,763720,"f","San Diego, CA - Torrey Hills","San Diego","California","CA","Condo/Co-op",3,533182,-0.030578182,-0.140237039,534450,-0.013838915,-0.107762938,559.447983,0.027349932,0.036451,564.5887479,-0.002765875,0.026957217,31,-0.060606061,-0.162162162,2,-0.714285714,-0.777777778,32,-0.058823529,-0.346938776,16,0.333333333,-0.515151515,NA,NA,NA,11,-3,-16,0.998230455,0.005575895,0.013658354,0.322580645,0.049853372,0.133391456,NA,NA,NA,0.5,-0.357142857,-0.055555556,"San Diego, CA",41740,"9/11/2022 14:46"
"1/1/2021","3/31/2021",90,"neighborhood",1,117511,"f","San Diego, CA - Midway District","San Diego","California","CA","Multi-Family (2-4 Unit)",4,879000,0,NA,NA,NA,NA,483.7644469,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,0,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2015","11/30/2015",90,"neighborhood",1,115942,"f","San Diego, CA - Ocean Crest","San Diego","California","CA","All Residential",-1,498500,-0.001002004,0.077721327,477500,-0.005208333,0.005474837,228.2608696,0.026013265,0.101747537,228.0911583,0.009984676,0.059549709,33,0.064516129,-0.083333333,7,-0.461538462,-0.222222222,30,-0.318181818,-0.189189189,19,-0.321428571,0.055555556,NA,NA,NA,23,5,-12,0.995523927,0.005074314,0.01397959,0.242424242,0.113391984,-0.007575758,NA,NA,NA,0,-0.230769231,-0.222222222,"San Diego, CA",41740,"9/11/2022 14:46"
"6/1/2017","8/31/2017",90,"neighborhood",1,2400,"f","San Diego, CA - Scripps Miramar Ranch","San Diego","California","CA","All Residential",-1,686500,-0.059589041,-0.050484094,699000,0.014513788,-0.007101568,376.4705882,0.007368443,0.108805929,380.9171598,0.026205397,0.093718311,97,0.077777778,-0.067307692,31,0,-0.03125,111,-0.051282051,0.132653061,29,0,-0.216216216,NA,NA,NA,10,2,-9,0.998463256,-0.002825209,0.013925117,0.412371134,-0.009851088,0.152755749,NA,NA,NA,0.516129032,-0.161290323,0.141129032,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2018","11/30/2018",90,"neighborhood",1,2559,"f","San Diego, CA - South Park","San Diego","California","CA","Single Family Residential",6,805000,0.052287582,0.036036036,829000,0.017177914,-0.03884058,616.1491604,0.089160866,0.056690735,585.3794643,-0.037657909,0.082528956,10,1,0.111111111,3,-0.5,0,13,-0.235294118,0.625,8,-0.272727273,7,NA,NA,NA,15.5,2.5,-28.5,1.002893921,0.018528445,0.033870375,0.3,0.1,-0.033333333,NA,NA,NA,0.333333333,-0.166666667,-0.666666667,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2012","2/28/2013",90,"neighborhood",1,555641,"f","San Diego, CA - Adams Park","San Diego","California","CA","Townhouse",13,192000,0.132743363,-0.072463768,165000,NA,NA,256.684492,0.156998942,0.205466429,206.25,NA,NA,1,-0.5,-0.666666667,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,80,39.5,-60,1.044045677,0.038470207,0.032677089,1,0.5,0.666666667,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"12/1/2016","2/28/2017",90,"neighborhood",1,112184,"f","San Diego, CA - Jamacha","San Diego","California","CA","Single Family Residential",6,4e+05,0.012658228,0.253918495,399000,0.037037037,0,274.3433324,-0.028938913,-0.105910582,306.4285714,0.06085213,0.092248238,8,-0.272727273,0.142857143,5,0.25,-0.285714286,15,0.666666667,0.153846154,6,0.2,0,NA,NA,NA,14,0,-47,0.99263819,0.011651302,0.023582866,0.25,0.068181818,-0.035714286,NA,NA,NA,0.6,-0.15,0.171428571,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2015","11/30/2015",90,"neighborhood",1,58022,"f","San Diego, CA - Torrey Santa Fe","San Diego","California","CA","Single Family Residential",6,830000,0,0.144827586,842000,0,0.026829268,290.4128761,0,0.144827586,277.1502807,-0.070432132,0.00647459,3,0,0,1,NA,-0.5,2,-0.5,-0.666666667,1,-0.666666667,-0.666666667,NA,NA,NA,6,0,-13,0.978901644,0,0.030361865,0,0,0,NA,NA,NA,0,NA,-0.5,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2019","11/30/2019",90,"neighborhood",1,112015,"f","San Diego, CA - Valencia Park","San Diego","California","CA","Single Family Residential",6,463500,0.014223195,0.098341232,486500,-0.004094166,0.108200456,337.3015873,-0.009297052,-0.113211445,359.7151757,0.02840659,0.081850153,20,-0.047619048,0.818181818,4,-0.5,-0.333333333,18,-0.1,-0.142857143,7,0,-0.533333333,NA,NA,NA,18,-1,3,1.001537659,-0.00020552,0.022090674,0.5,0.023809524,0.318181818,NA,NA,NA,0.5,0.125,0,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2012","9/30/2012",90,"neighborhood",1,764530,"f","San Diego, CA - Roseville","San Diego","California","CA","Single Family Residential",6,872000,0.241281139,0.21958042,975000,-0.010152284,0.652822512,439.7233202,0.063649331,0.040576025,383.9285714,0.104424836,0.224223839,7,-0.125,0,NA,NA,NA,5,-0.166666667,-0.285714286,5,0,-0.375,NA,NA,NA,42,6,-92,0.96197547,-0.005175155,0.012283016,0,-0.125,0,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"7/1/2015","9/30/2015",90,"neighborhood",1,111565,"f","San Diego, CA - Horton Plaza","San Diego","California","CA","All Residential",-1,7e+05,-0.186046512,-0.416666667,895000,0,-0.610446137,479.4520548,-0.230646703,0.030821918,589.7435897,0,-0.266707511,5,0,0.666666667,NA,NA,NA,3,0,-0.5,2,0,-0.8,NA,NA,NA,26,-43,-271,0.965698176,0.016264881,0.039445996,0.2,0,-0.133333333,NA,NA,NA,NA,NA,NA,"San Diego, CA",41740,"9/11/2022 14:46"
"2/1/2017","4/30/2017",90,"neighborhood",1,1115,"f","San Diego, CA - Golden Hill","San Diego","California","CA","Townhouse",13,317500,-0.185897436,0.314699793,339900,0,0.045846154,406.1264822,-0.065909091,-0.058257433,421.0122699,0,0.111472393,2,1,1,3,0.5,2,7,0.4,0.4,1,-0.5,-0.666666667,NA,NA,NA,7,5,0,0.986037331,-0.042986415,-0.009838957,0,-1,0,NA,NA,NA,0.666666667,0.166666667,0.666666667,"San Diego, CA",41740,"9/11/2022 14:46"
"9/1/2015","11/30/2015",90,"neighborhood",1,113317,"f","San Diego, CA - Southeastern San Diego","San Diego","California","CA","Single Family Residential",6,352000,0.014409222,0.076452599,369900,0.013563502,0.091150442,266.6666667,-0.004967595,0.119933417,272.5045928,0.013334363,0.093301559,205,-0.100877193,0.132596685,51,-0.227272727,-0.089285714,189,-0.133027523,-0.247011952,101,-0.038095238,-0.454054054,NA,NA,NA,21,1,-9,0.986606754,-0.001589796,0.007581124,0.351219512,-0.039131365,0.052876971,NA,NA,NA,0.450980392,-0.018716578,0.093837535,"San Diego, CA",41740,"9/11/2022 14:46"
